Unnamed: 0;DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;MÊS;ANO
46826;2006-09-17;2006-09-23;NORTE;ACRE;ÓLEO DIESEL;55;R$/l;2.293;0.144;2.18;2.58;0.334;0.063;1.959;0.11;1.8113;2.1691;0.056;9;2006
46827;2006-09-17;2006-09-23;NORTE;AMAPA;ÓLEO DIESEL;34;R$/l;1.986;0.134;1.85;2.3;0.199;0.067;1.787;0.021;1.7536;1.8237;0.012;9;2006
46828;2006-09-17;2006-09-23;NORTE;AMAZONAS;ÓLEO DIESEL;168;R$/l;1.992;0.07;1.74;2.2;0.208;0.035;1.784;0.044;1.425;1.92;0.025;9;2006
46829;2006-09-17;2006-09-23;NORTE;PARA;ÓLEO DIESEL;197;R$/l;1.934;0.087;1.749;2.19;0.187;0.045;1.747;0.043;1.6929;2;0.025;9;2006
46830;2006-09-17;2006-09-23;NORTE;RONDONIA;ÓLEO DIESEL;118;R$/l;2.081;0.088;1.89;2.3;0.251;0.042;1.83;0.036;1.764;1.97;0.02;9;2006
46831;2006-09-17;2006-09-23;NORTE;RORAIMA;ÓLEO DIESEL;56;R$/l;2.229;0.065;2.1;2.29;0.318;0.0289999999999999;1.911;0.041;1.845;1.99;0.021;9;2006
46832;2006-09-17;2006-09-23;NORTE;TOCANTINS;ÓLEO DIESEL;69;R$/l;1.878;0.064;1.75;2.09;0.23;0.034;1.648;0.037;1.58;1.7139;0.022;9;2006
46833;2006-09-17;2006-09-23;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;195;R$/l;1.863;0.054;1.74;1.99;0.199;0.0289999999999999;1.664;0.025;1.6;1.7927;0.015;9;2006
46834;2006-09-17;2006-09-23;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;1020;R$/l;1.826;0.0579999999999999;1.679;1.999;0.17;0.032;1.656;0.031;1.5402;1.7603;0.019;9;2006
46835;2006-09-17;2006-09-23;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;779;R$/l;1.812;0.071;1.679;2.12;0.178;0.039;1.634;0.027;1.574;1.7305;0.017;9;2006
46836;2006-09-17;2006-09-23;SUDESTE;SAO PAULO;ÓLEO DIESEL;2345;R$/l;1.855;0.06;1.689;2.199;0.189;0.032;1.666;0.028;1.577;1.811;0.017;9;2006
46837;2006-09-17;2006-09-23;SUL;PARANA;ÓLEO DIESEL;619;R$/l;1.838;0.065;1.699;2.04;0.155;0.035;1.683;0.031;1.585;1.8252;0.018;9;2006
46838;2006-09-17;2006-09-23;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;575;R$/l;1.955;0.06;1.789;2.159;0.229;0.031;1.726;0.032;1.5988;1.826;0.019;9;2006
46839;2006-09-17;2006-09-23;SUL;SANTA CATARINA;ÓLEO DIESEL;366;R$/l;1.887;0.057;1.76;2.02;0.199;0.03;1.688;0.035;1.5964;1.7879;0.021;9;2006
46840;2006-09-24;2006-09-30;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;92;R$/l;1.872;0.042;1.79;1.95;0.165;0.022;1.707;0.044;1.6428;1.9316;0.026;9;2006
46841;2006-09-24;2006-09-30;CENTRO OESTE;GOIAS;ÓLEO DIESEL;304;R$/l;1.854;0.071;1.71;1.999;0.173;0.038;1.681;0.025;1.6247;1.7625;0.015;9;2006
46842;2006-09-24;2006-09-30;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;174;R$/l;2.09;0.074;1.98;2.33;0.201;0.035;1.889;0.048;1.73;1.995;0.025;9;2006
46843;2006-09-24;2006-09-30;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;101;R$/l;2.056;0.063;1.937;2.21;0.19;0.031;1.866;0.033;1.7957;1.955;0.018;9;2006
46844;2006-09-24;2006-09-30;NORDESTE;ALAGOAS;ÓLEO DIESEL;77;R$/l;1.872;0.025;1.79;1.91;0.162;0.013;1.71;0.026;1.6543;1.808;0.015;9;2006
46845;2006-09-24;2006-09-30;NORDESTE;BAHIA;ÓLEO DIESEL;363;R$/l;1.835;0.081;1.7;2.109;0.145;0.044;1.69;0.035;1.6354;1.8226;0.021;9;2006
46846;2006-09-24;2006-09-30;NORDESTE;CEARA;ÓLEO DIESEL;225;R$/l;1.861;0.078;1.75;2.03;0.144;0.042;1.717;0.039;1.655;1.8649;0.023;9;2006
46847;2006-09-24;2006-09-30;NORDESTE;MARANHAO;ÓLEO DIESEL;166;R$/l;1.882;0.066;1.73;2.0;0.176;0.035;1.706;0.03;1.6512;1.7973;0.018;9;2006
46848;2006-09-24;2006-09-30;NORDESTE;PARAIBA;ÓLEO DIESEL;150;R$/l;1.842;0.061;1.75;1.99;0.157;0.033;1.685;0.026;1.64;1.7545;0.015;9;2006
46849;2006-09-24;2006-09-30;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;294;R$/l;1.836;0.039;1.76;1.999;0.139;0.021;1.697;0.032;1.6;1.7819;0.019;9;2006
46850;2006-09-24;2006-09-30;NORDESTE;PIAUI;ÓLEO DIESEL;84;R$/l;1.927;0.048;1.799;2.12;0.196;0.025;1.731;0.029;1.68;1.83;0.017;9;2006
46851;2006-09-24;2006-09-30;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL;144;R$/l;1.827;0.052;1.72;1.9;0.154;0.0279999999999999;1.673;0.024;1.6352;1.7495;0.014;9;2006
46852;2006-09-24;2006-09-30;NORDESTE;SERGIPE;ÓLEO DIESEL;53;R$/l;1.857;0.052;1.77;1.999;0.119;0.0279999999999999;1.738;0.026;1.6771;1.782;0.015;9;2006
46853;2006-09-24;2006-09-30;NORTE;ACRE;ÓLEO DIESEL;55;R$/l;2.294;0.144;2.19;2.58;0.334;0.063;1.96;0.112;1.8287;2.1691;0.057;9;2006
46854;2006-09-24;2006-09-30;NORTE;AMAPA;ÓLEO DIESEL;33;R$/l;1.987;0.135;1.85;2.3;0.198;0.068;1.789;0.022;1.7536;1.8237;0.012;9;2006
46855;2006-09-24;2006-09-30;NORTE;AMAZONAS;ÓLEO DIESEL;158;R$/l;1.99;0.071;1.74;2.2;0.209;0.036;1.781;0.045;1.425;1.92;0.025;9;2006
46856;2006-09-24;2006-09-30;NORTE;PARA;ÓLEO DIESEL;186;R$/l;1.926;0.086;1.75;2.19;0.183;0.045;1.743;0.037;1.695;1.8768;0.021;9;2006
46857;2006-09-24;2006-09-30;NORTE;RONDONIA;ÓLEO DIESEL;115;R$/l;2.073;0.088;1.89;2.3;0.248;0.042;1.825;0.031;1.763;1.9401;0.017;9;2006
46858;2006-09-24;2006-09-30;NORTE;RORAIMA;ÓLEO DIESEL;58;R$/l;2.195;0.089;1.99;2.29;0.287;0.0409999999999999;1.908;0.038;1.845;1.99;0.02;9;2006
46859;2006-09-24;2006-09-30;NORTE;TOCANTINS;ÓLEO DIESEL;65;R$/l;1.872;0.064;1.75;2.09;0.23;0.034;1.642;0.038;1.58;1.7652;0.023;9;2006
46860;2006-09-24;2006-09-30;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;172;R$/l;1.858;0.054;1.74;1.99;0.195;0.0289999999999999;1.663;0.022;1.6;1.7242;0.013;9;2006
46861;2006-09-24;2006-09-30;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;1015;R$/l;1.826;0.059;1.669;1.999;0.17;0.032;1.656;0.03;1.56;1.76;0.018;9;2006
46862;2006-09-24;2006-09-30;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;716;R$/l;1.811;0.072;1.67;2.12;0.177;0.04;1.634;0.026;1.574;1.7252;0.016;9;2006
46863;2006-09-24;2006-09-30;SUDESTE;SAO PAULO;ÓLEO DIESEL;2297;R$/l;1.854;0.06;1.63;2.149;0.19;0.032;1.664;0.028;1.5851;1.7954;0.017;9;2006
46864;2006-09-24;2006-09-30;SUL;PARANA;ÓLEO DIESEL;589;R$/l;1.835;0.066;1.69;2.02;0.151;0.036;1.684;0.031;1.5861;1.8252;0.018;9;2006
46865;2006-09-24;2006-09-30;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;588;R$/l;1.953;0.06;1.699;2.125;0.228;0.031;1.725;0.031;1.6249;1.8144;0.018;9;2006
46866;2006-09-24;2006-09-30;SUL;SANTA CATARINA;ÓLEO DIESEL;361;R$/l;1.89;0.0559999999999999;1.76;2.02;0.204;0.03;1.686;0.034;1.6;1.7862;0.02;9;2006
46867;2006-10-01;2006-10-07;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;66;R$/l;1.882;0.047;1.79;1.99;0.182;0.025;1.7;0.037;1.64;1.856;0.022;10;2006
46868;2006-10-01;2006-10-07;CENTRO OESTE;GOIAS;ÓLEO DIESEL;288;R$/l;1.853;0.072;1.71;1.999;0.175;0.039;1.678;0.023;1.62;1.7617;0.014;10;2006
46869;2006-10-01;2006-10-07;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;169;R$/l;2.092;0.077;1.98;2.38;0.205;0.037;1.887;0.055;1.73;2.0128;0.029;10;2006
46870;2006-10-01;2006-10-07;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;93;R$/l;2.047;0.064;1.937;2.21;0.182;0.031;1.865;0.03;1.7957;1.928;0.016;10;2006
46871;2006-10-01;2006-10-07;NORDESTE;ALAGOAS;ÓLEO DIESEL;66;R$/l;1.871;0.0279999999999999;1.789;1.91;0.162;0.015;1.709;0.023;1.6543;1.7576;0.013;10;2006
46872;2006-10-01;2006-10-07;NORDESTE;BAHIA;ÓLEO DIESEL;331;R$/l;1.837;0.08;1.7;2.109;0.147;0.044;1.69;0.032;1.634;1.8;0.019;10;2006
46873;2006-10-01;2006-10-07;NORDESTE;CEARA;ÓLEO DIESEL;218;R$/l;1.863;0.075;1.76;2.03;0.146;0.04;1.717;0.038;1.655;1.8649;0.022;10;2006
46874;2006-10-01;2006-10-07;NORDESTE;MARANHAO;ÓLEO DIESEL;120;R$/l;1.881;0.061;1.73;2.0;0.177;0.032;1.704;0.031;1.6478;1.7973;0.018;10;2006
46875;2006-10-01;2006-10-07;NORDESTE;PARAIBA;ÓLEO DIESEL;130;R$/l;1.836;0.059;1.759;1.99;0.15;0.032;1.686;0.025;1.6458;1.7545;0.015;10;2006
46876;2006-10-01;2006-10-07;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;250;R$/l;1.84;0.037;1.76;1.969;0.144;0.02;1.696;0.03;1.635;1.7866;0.018;10;2006
46877;2006-10-01;2006-10-07;NORDESTE;PIAUI;ÓLEO DIESEL;81;R$/l;1.923;0.065;1.799;2.25;0.19;0.034;1.733;0.059;1.6035;2.11;0.034;10;2006
46878;2006-10-01;2006-10-07;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL;127;R$/l;1.824;0.052;1.72;1.9;0.151;0.0289999999999999;1.673;0.024;1.6352;1.7495;0.014;10;2006
46879;2006-10-01;2006-10-07;NORDESTE;SERGIPE;ÓLEO DIESEL;46;R$/l;1.857;0.049;1.789;1.97;0.116;0.026;1.741;0.027;1.6771;1.784;0.016;10;2006
46880;2006-10-01;2006-10-07;NORTE;ACRE;ÓLEO DIESEL;52;R$/l;2.291;0.147;2.15;2.58;0.334;0.064;1.957;0.115;1.82;2.1691;0.059;10;2006
46881;2006-10-01;2006-10-07;NORTE;AMAPA;ÓLEO DIESEL;21;R$/l;1.975;0.155;1.85;2.3;0.188;0.078;1.787;0.024;1.7536;1.8237;0.013;10;2006
46882;2006-10-01;2006-10-07;NORTE;AMAZONAS;ÓLEO DIESEL;109;R$/l;1.999;0.073;1.74;2.2;0.215;0.037;1.784;0.047;1.4662;1.92;0.026;10;2006
46883;2006-10-01;2006-10-07;NORTE;PARA;ÓLEO DIESEL;174;R$/l;1.939;0.081;1.75;2.15;0.201;0.042;1.738;0.037;1.695;1.85;0.021;10;2006
46884;2006-10-01;2006-10-07;NORTE;RONDONIA;ÓLEO DIESEL;110;R$/l;2.083;0.085;1.89;2.3;0.25;0.0409999999999999;1.833;0.037;1.764;1.97;0.02;10;2006
46885;2006-10-01;2006-10-07;NORTE;RORAIMA;ÓLEO DIESEL;50;R$/l;2.208;0.085;1.99;2.29;0.301;0.038;1.907;0.039;1.845;1.99;0.02;10;2006
46886;2006-10-01;2006-10-07;NORTE;TOCANTINS;ÓLEO DIESEL;66;R$/l;1.873;0.061;1.75;2.09;0.227;0.033;1.646;0.043;1.58;1.7652;0.026;10;2006
46887;2006-10-01;2006-10-07;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;170;R$/l;1.859;0.054;1.75;1.99;0.196;0.0289999999999999;1.663;0.024;1.6;1.7242;0.014;10;2006
46888;2006-10-01;2006-10-07;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;945;R$/l;1.828;0.057;1.669;1.999;0.172;0.031;1.656;0.03;1.56;1.76;0.018;10;2006
46889;2006-10-01;2006-10-07;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;598;R$/l;1.81;0.074;1.679;2.12;0.177;0.0409999999999999;1.633;0.028;1.5064;1.7305;0.017;10;2006
46890;2006-10-01;2006-10-07;SUDESTE;SAO PAULO;ÓLEO DIESEL;2173;R$/l;1.856;0.061;1.69;2.199;0.192;0.033;1.664;0.029;1.5851;1.8;0.017;10;2006
46891;2006-10-01;2006-10-07;SUL;PARANA;ÓLEO DIESEL;578;R$/l;1.838;0.065;1.699;2.02;0.16;0.035;1.678;0.03;1.6009;1.773;0.018;10;2006
46892;2006-10-01;2006-10-07;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;578;R$/l;1.955;0.06;1.78;2.159;0.231;0.031;1.724;0.031;1.6219;1.81;0.018;10;2006
46893;2006-10-01;2006-10-07;SUL;SANTA CATARINA;ÓLEO DIESEL;329;R$/l;1.889;0.0559999999999999;1.76;2.02;0.206;0.03;1.683;0.035;1.6;1.7861;0.021;10;2006
46894;2006-10-08;2006-10-14;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;68;R$/l;1.866;0.039;1.799;1.95;0.163;0.021;1.703;0.036;1.6459;1.856;0.021;10;2006
46895;2006-10-08;2006-10-14;CENTRO OESTE;GOIAS;ÓLEO DIESEL;245;R$/l;1.854;0.072;1.72;1.999;0.171;0.039;1.683;0.026;1.6247;1.762;0.015;10;2006
46896;2006-10-08;2006-10-14;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;147;R$/l;2.097;0.08;1.99;2.33;0.207;0.038;1.89;0.047;1.7468;1.995;0.025;10;2006
46897;2006-10-08;2006-10-14;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;90;R$/l;2.048;0.061;1.937;2.2;0.184;0.03;1.864;0.029;1.7942;1.928;0.016;10;2006
46898;2006-10-08;2006-10-14;NORDESTE;ALAGOAS;ÓLEO DIESEL;63;R$/l;1.869;0.031;1.789;1.91;0.161;0.017;1.708;0.024;1.6543;1.7576;0.014;10;2006
46899;2006-10-08;2006-10-14;NORDESTE;BAHIA;ÓLEO DIESEL;318;R$/l;1.835;0.083;1.699;2.109;0.148;0.045;1.687;0.034;1.6269;1.84;0.02;10;2006
46900;2006-10-08;2006-10-14;NORDESTE;CEARA;ÓLEO DIESEL;194;R$/l;1.859;0.078;1.759;2.03;0.143;0.042;1.716;0.038;1.6516;1.8649;0.022;10;2006
46901;2006-10-08;2006-10-14;NORDESTE;MARANHAO;ÓLEO DIESEL;137;R$/l;1.884;0.068;1.73;2.0;0.179;0.036;1.705;0.031;1.6512;1.7973;0.018;10;2006
46902;2006-10-08;2006-10-14;NORDESTE;PARAIBA;ÓLEO DIESEL;119;R$/l;1.835;0.057;1.75;1.949;0.151;0.031;1.684;0.027;1.6432;1.7545;0.016;10;2006
46903;2006-10-08;2006-10-14;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;238;R$/l;1.835;0.037;1.76;1.94;0.14;0.02;1.695;0.031;1.635;1.7866;0.018;10;2006
46904;2006-10-08;2006-10-14;NORDESTE;PIAUI;ÓLEO DIESEL;77;R$/l;1.922;0.048;1.84;2.12;0.194;0.025;1.728;0.035;1.6035;1.8565;0.02;10;2006
46905;2006-10-08;2006-10-14;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL;132;R$/l;1.826;0.053;1.72;1.95;0.152;0.0289999999999999;1.674;0.023;1.64;1.7495;0.014;10;2006
46906;2006-10-08;2006-10-14;NORDESTE;SERGIPE;ÓLEO DIESEL;39;R$/l;1.859;0.052;1.789;1.98;0.112;0.0279999999999999;1.747;0.021;1.695;1.784;0.012;10;2006
46907;2006-10-08;2006-10-14;NORTE;ACRE;ÓLEO DIESEL;46;R$/l;2.29;0.136;2.19;2.58;0.334;0.059;1.956;0.118;1.82;2.1691;0.06;10;2006
46908;2006-10-08;2006-10-14;NORTE;AMAPA;ÓLEO DIESEL;20;R$/l;1.98;0.153;1.85;2.3;0.194;0.077;1.786;0.028;1.7536;1.8461;0.016;10;2006
46909;2006-10-08;2006-10-14;NORTE;AMAZONAS;ÓLEO DIESEL;93;R$/l;1.992;0.078;1.78;2.2;0.208;0.039;1.784;0.051;1.427;1.92;0.029;10;2006
46910;2006-10-08;2006-10-14;NORTE;PARA;ÓLEO DIESEL;157;R$/l;1.922;0.084;1.79;2.15;0.174;0.044;1.748;0.038;1.695;1.8835;0.022;10;2006
46911;2006-10-08;2006-10-14;NORTE;RONDONIA;ÓLEO DIESEL;104;R$/l;2.079;0.086;1.89;2.3;0.247;0.0409999999999999;1.832;0.037;1.764;1.97;0.02;10;2006
46912;2006-10-08;2006-10-14;NORTE;RORAIMA;ÓLEO DIESEL;34;R$/l;2.183;0.093;1.99;2.29;0.259;0.043;1.924;0.043;1.865;1.99;0.022;10;2006
46913;2006-10-08;2006-10-14;NORTE;TOCANTINS;ÓLEO DIESEL;64;R$/l;1.871;0.06;1.75;2.09;0.223;0.032;1.648;0.039;1.58;1.7652;0.024;10;2006
46914;2006-10-08;2006-10-14;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;158;R$/l;1.858;0.052;1.74;1.99;0.193;0.0279999999999999;1.665;0.024;1.6;1.7242;0.014;10;2006
46915;2006-10-08;2006-10-14;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;910;R$/l;1.824;0.059;1.679;1.999;0.168;0.032;1.656;0.03;1.56;1.7642;0.018;10;2006
46916;2006-10-08;2006-10-14;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;598;R$/l;1.811;0.076;1.679;2.15;0.177;0.042;1.634;0.028;1.5779;1.7984;0.017;10;2006
46917;2006-10-08;2006-10-14;SUDESTE;SAO PAULO;ÓLEO DIESEL;2114;R$/l;1.854;0.059;1.69;2.099;0.189;0.032;1.665;0.028;1.585;1.81;0.017;10;2006
46918;2006-10-08;2006-10-14;SUL;PARANA;ÓLEO DIESEL;531;R$/l;1.834;0.064;1.69;2.02;0.156;0.035;1.678;0.03;1.61;1.773;0.018;10;2006
46919;2006-10-08;2006-10-14;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;536;R$/l;1.954;0.059;1.78;2.159;0.229;0.03;1.725;0.031;1.6249;1.81;0.018;10;2006
46920;2006-10-08;2006-10-14;SUL;SANTA CATARINA;ÓLEO DIESEL;332;R$/l;1.892;0.055;1.76;2.02;0.205;0.0289999999999999;1.687;0.034;1.602;1.7861;0.02;10;2006
46921;2006-10-15;2006-10-21;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;53;R$/l;1.865;0.042;1.798;1.951;0.162;0.023;1.703;0.034;1.6459;1.856;0.02;10;2006
46922;2006-10-15;2006-10-21;CENTRO OESTE;GOIAS;ÓLEO DIESEL;258;R$/l;1.85;0.072;1.71;1.999;0.17;0.039;1.68;0.028;1.6056;1.7677;0.017;10;2006
46923;2006-10-15;2006-10-21;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;149;R$/l;2.094;0.081;1.98;2.38;0.205;0.039;1.889;0.048;1.735;1.995;0.025;10;2006
46924;2006-10-15;2006-10-21;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;82;R$/l;2.057;0.057;1.95;2.21;0.192;0.0279999999999999;1.865;0.031;1.7942;1.928;0.017;10;2006
46925;2006-10-15;2006-10-21;NORDESTE;ALAGOAS;ÓLEO DIESEL;59;R$/l;1.87;0.031;1.789;1.91;0.162;0.017;1.708;0.022;1.6543;1.7576;0.013;10;2006
46926;2006-10-15;2006-10-21;NORDESTE;BAHIA;ÓLEO DIESEL;347;R$/l;1.839;0.078;1.72;2.109;0.151;0.042;1.688;0.033;1.5193;1.8;0.02;10;2006
46927;2006-10-15;2006-10-21;NORDESTE;CEARA;ÓLEO DIESEL;193;R$/l;1.864;0.077;1.75;2.03;0.148;0.0409999999999999;1.716;0.037;1.6516;1.8395;0.022;10;2006
46928;2006-10-15;2006-10-21;NORDESTE;MARANHAO;ÓLEO DIESEL;127;R$/l;1.873;0.066;1.73;2.0;0.168;0.035;1.705;0.031;1.6512;1.7973;0.018;10;2006
46929;2006-10-15;2006-10-21;NORDESTE;PARAIBA;ÓLEO DIESEL;121;R$/l;1.832;0.06;1.75;1.99;0.149;0.033;1.683;0.028;1.64;1.7888;0.017;10;2006
46930;2006-10-15;2006-10-21;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;240;R$/l;1.833;0.039;1.69;1.95;0.139;0.021;1.694;0.031;1.623;1.79;0.018;10;2006
46931;2006-10-15;2006-10-21;NORDESTE;PIAUI;ÓLEO DIESEL;73;R$/l;1.914;0.048;1.84;2.07;0.183;0.025;1.731;0.029;1.68;1.8269;0.017;10;2006
46932;2006-10-15;2006-10-21;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL;129;R$/l;1.826;0.05;1.72;1.95;0.153;0.027;1.673;0.023;1.64;1.7389;0.014;10;2006
46933;2006-10-15;2006-10-21;NORDESTE;SERGIPE;ÓLEO DIESEL;33;R$/l;1.847;0.044;1.789;1.95;0.103;0.024;1.744;0.025;1.685;1.782;0.014;10;2006
46934;2006-10-15;2006-10-21;NORTE;ACRE;ÓLEO DIESEL;45;R$/l;2.288;0.138;2.19;2.58;0.322;0.06;1.966;0.114;1.8287;2.1691;0.058;10;2006
46935;2006-10-15;2006-10-21;NORTE;AMAPA;ÓLEO DIESEL;21;R$/l;1.992;0.147;1.85;2.3;0.211;0.074;1.781;0.017;1.7536;1.7966;0.01;10;2006
46936;2006-10-15;2006-10-21;NORTE;AMAZONAS;ÓLEO DIESEL;102;R$/l;1.98;0.084;1.78;2.2;0.203;0.042;1.777;0.054;1.427;1.92;0.03;10;2006
46937;2006-10-15;2006-10-21;NORTE;PARA;ÓLEO DIESEL;169;R$/l;1.912;0.09;1.75;2.15;0.164;0.047;1.748;0.037;1.6941;1.8835;0.021;10;2006
46938;2006-10-15;2006-10-21;NORTE;RONDONIA;ÓLEO DIESEL;106;R$/l;2.083;0.086;1.95;2.3;0.25;0.0409999999999999;1.833;0.038;1.764;1.97;0.021;10;2006
46939;2006-10-15;2006-10-21;NORTE;RORAIMA;ÓLEO DIESEL;36;R$/l;2.179;0.0819999999999999;1.99;2.29;0.291;0.038;1.888;0.037;1.81;1.98;0.02;10;2006
46940;2006-10-15;2006-10-21;NORTE;TOCANTINS;ÓLEO DIESEL;66;R$/l;1.874;0.062;1.75;2.09;0.223;0.033;1.651;0.051;1.58;1.7814;0.031;10;2006
46941;2006-10-15;2006-10-21;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;154;R$/l;1.856;0.054;1.74;1.99;0.192;0.0289999999999999;1.664;0.025;1.6;1.7242;0.015;10;2006
46942;2006-10-15;2006-10-21;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;880;R$/l;1.825;0.0579999999999999;1.679;1.999;0.171;0.032;1.654;0.03;1.56;1.76;0.018;10;2006
46943;2006-10-15;2006-10-21;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;587;R$/l;1.808;0.078;1.679;2.15;0.176;0.043;1.632;0.027;1.5061;1.7305;0.017;10;2006
46944;2006-10-15;2006-10-21;SUDESTE;SAO PAULO;ÓLEO DIESEL;2157;R$/l;1.855;0.06;1.69;2.199;0.19;0.032;1.665;0.028;1.585;1.8153;0.017;10;2006
46945;2006-10-15;2006-10-21;SUL;PARANA;ÓLEO DIESEL;527;R$/l;1.836;0.066;1.699;2.01;0.157;0.036;1.679;0.029;1.61;1.773;0.017;10;2006
46946;2006-10-15;2006-10-21;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;526;R$/l;1.958;0.059;1.789;2.125;0.23;0.03;1.728;0.031;1.6191;1.909;0.018;10;2006
46947;2006-10-15;2006-10-21;SUL;SANTA CATARINA;ÓLEO DIESEL;329;R$/l;1.89;0.0559999999999999;1.76;2.02;0.205;0.03;1.685;0.033;1.602;1.7861;0.02;10;2006
46948;2006-10-22;2006-10-28;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;59;R$/l;1.873;0.036;1.8;1.95;0.173;0.019;1.7;0.037;1.6464;1.8305;0.022;10;2006
46949;2006-10-22;2006-10-28;CENTRO OESTE;GOIAS;ÓLEO DIESEL;255;R$/l;1.857;0.072;1.73;1.999;0.175;0.039;1.682;0.024;1.62;1.7617;0.014;10;2006
46950;2006-10-22;2006-10-28;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;152;R$/l;2.094;0.084;1.98;2.38;0.201;0.04;1.893;0.047;1.735;2.014;0.025;10;2006
46951;2006-10-22;2006-10-28;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;84;R$/l;2.06;0.059;1.95;2.21;0.2;0.0289999999999999;1.86;0.031;1.7942;1.955;0.017;10;2006
46952;2006-10-22;2006-10-28;NORDESTE;ALAGOAS;ÓLEO DIESEL;62;R$/l;1.87;0.031;1.789;1.91;0.166;0.017;1.704;0.023;1.6543;1.7585;0.013;10;2006
46953;2006-10-22;2006-10-28;NORDESTE;BAHIA;ÓLEO DIESEL;333;R$/l;1.835;0.083;1.7;2.189;0.148;0.045;1.687;0.032;1.61;1.8;0.019;10;2006
46954;2006-10-22;2006-10-28;NORDESTE;CEARA;ÓLEO DIESEL;198;R$/l;1.863;0.076;1.759;2.03;0.146;0.0409999999999999;1.717;0.037;1.63;1.8395;0.022;10;2006
46955;2006-10-22;2006-10-28;NORDESTE;MARANHAO;ÓLEO DIESEL;124;R$/l;1.883;0.06;1.74;2.0;0.179;0.032;1.704;0.032;1.6476;1.7973;0.019;10;2006
46956;2006-10-22;2006-10-28;NORDESTE;PARAIBA;ÓLEO DIESEL;113;R$/l;1.838;0.061;1.75;1.949;0.157;0.033;1.681;0.028;1.64;1.7706;0.017;10;2006
46957;2006-10-22;2006-10-28;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;258;R$/l;1.838;0.038;1.759;1.959;0.147;0.021;1.691;0.03;1.623;1.7866;0.018;10;2006
46958;2006-10-22;2006-10-28;NORDESTE;PIAUI;ÓLEO DIESEL;71;R$/l;1.912;0.048;1.799;2.05;0.185;0.025;1.727;0.026;1.68;1.8269;0.015;10;2006
