Unnamed: 0;DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;MÊS;ANO
3790;2007-01-28;2007-02-03;NORTE;AMAZONAS;ETANOL HIDRATADO;90;R$/l;1.894;0.132;1.7;2.49;0.214;0.07;1.68;0.08;1.5;1.9534;0.048;1;2007
3791;2007-01-28;2007-02-03;NORTE;PARA;ETANOL HIDRATADO;98;R$/l;2.185;0.207;1.93;2.8;0.309;0.095;1.876;0.152;1.2599;2.1479;0.081;1;2007
3792;2007-01-28;2007-02-03;NORTE;RONDONIA;ETANOL HIDRATADO;96;R$/l;2.004;0.153;1.67;2.58;0.326;0.076;1.678;0.145;1.4287;2.1348;0.086;1;2007
3793;2007-01-28;2007-02-03;NORTE;RORAIMA;ETANOL HIDRATADO;19;R$/l;2.09;0.052;1.98;2.2;0.222;0.025;1.868;0.032;1.839;1.934;0.017;1;2007
3794;2007-01-28;2007-02-03;NORTE;TOCANTINS;ETANOL HIDRATADO;66;R$/l;1.867;0.121;1.749;2.09;0.341;0.065;1.526;0.061;1.4095;1.66;0.04;1;2007
3795;2007-01-28;2007-02-03;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;284;R$/l;1.871;0.078;1.74;2.11;0.189;0.042;1.682;0.061;1.47;1.8297;0.036;1;2007
3796;2007-01-28;2007-02-03;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;1313;R$/l;1.798;0.104;1.51;2.14;0.209;0.0579999999999999;1.589;0.076;1.3209;1.9006;0.048;1;2007
3797;2007-01-28;2007-02-03;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;1061;R$/l;1.793;0.122;1.45;2.26;0.2;0.068;1.593;0.095;1.22;1.8832;0.06;1;2007
3798;2007-01-28;2007-02-03;SUDESTE;SAO PAULO;ETANOL HIDRATADO;3604;R$/l;1.396;0.094;1.17;1.759;0.227;0.067;1.169;0.062;0.9898;1.4463;0.053;1;2007
3799;2007-01-28;2007-02-03;SUL;PARANA;ETANOL HIDRATADO;848;R$/l;1.517;0.12;1.159;1.799;0.229;0.079;1.288;0.121;0.9947;1.5556;0.094;1;2007
3800;2007-01-28;2007-02-03;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;799;R$/l;1.885;0.098;1.729;2.349;0.225;0.052;1.66;0.084;1.3651;2.0497;0.051;1;2007
3801;2007-01-28;2007-02-03;SUL;SANTA CATARINA;ETANOL HIDRATADO;558;R$/l;1.758;0.074;1.5;1.99;0.259;0.042;1.499;0.086;1.1743;1.7182;0.057;1;2007
3802;2007-02-04;2007-02-10;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;102;R$/l;1.816;0.09;1.629;1.919;0.278;0.05;1.538;0.052;1.3942;1.6339;0.034;2;2007
3803;2007-02-04;2007-02-10;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;314;R$/l;1.53;0.13;1.32;1.89;0.206;0.085;1.324;0.063;1.2336;1.7632;0.048;2;2007
3804;2007-02-04;2007-02-10;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;211;R$/l;1.722;0.132;1.38;2.0;0.346;0.077;1.376;0.072;1.25;1.5608;0.052;2;2007
3805;2007-02-04;2007-02-10;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;159;R$/l;1.779;0.115;1.58;2.2;0.249;0.065;1.53;0.06;1.2635;1.699;0.039;2;2007
3806;2007-02-04;2007-02-10;NORDESTE;ALAGOAS;ETANOL HIDRATADO;145;R$/l;1.798;0.100999999999999;1.61;2.17;0.182;0.0559999999999999;1.616;0.053;1.4699;1.7055;0.033;2;2007
3807;2007-02-04;2007-02-10;NORDESTE;BAHIA;ETANOL HIDRATADO;509;R$/l;1.762;0.127;1.49;2.19;0.292;0.072;1.47;0.06;1.3117;1.7858;0.041;2;2007
3808;2007-02-04;2007-02-10;NORDESTE;CEARA;ETANOL HIDRATADO;235;R$/l;1.748;0.171;1.59;2.299;0.208;0.098;1.54;0.082;1.1455;1.776;0.053;2;2007
3809;2007-02-04;2007-02-10;NORDESTE;MARANHAO;ETANOL HIDRATADO;77;R$/l;1.907;0.188;1.73;2.45;0.274;0.099;1.633;0.075;1.4603;1.7586;0.046;2;2007
3810;2007-02-04;2007-02-10;NORDESTE;PARAIBA;ETANOL HIDRATADO;159;R$/l;1.694;0.118;1.51;2.09;0.258;0.07;1.436;0.064;1.23;1.832;0.045;2;2007
3811;2007-02-04;2007-02-10;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;436;R$/l;1.632;0.176;1.39;2.1;0.213;0.108;1.419;0.064;1.241;1.6388;0.045;2;2007
3812;2007-02-04;2007-02-10;NORDESTE;PIAUI;ETANOL HIDRATADO;113;R$/l;1.91;0.162;1.75;2.4;0.32;0.085;1.59;0.052;1.5456;1.7284;0.033;2;2007
3813;2007-02-04;2007-02-10;NORDESTE;RIO GRANDE DO NORTE;ETANOL HIDRATADO;155;R$/l;1.64;0.104;1.48;2.11;0.216;0.063;1.424;0.051;1.32;1.5575;0.036;2;2007
3814;2007-02-04;2007-02-10;NORDESTE;SERGIPE;ETANOL HIDRATADO;68;R$/l;1.94;0.108;1.75;2.2;0.272;0.0559999999999999;1.668;0.071;1.4932;1.8366;0.043;2;2007
3815;2007-02-04;2007-02-10;NORTE;ACRE;ETANOL HIDRATADO;45;R$/l;2.147;0.177;1.99;2.78;0.323;0.0819999999999999;1.824;0.185;1.5275;2.3049;0.101;2;2007
3816;2007-02-04;2007-02-10;NORTE;AMAPA;ETANOL HIDRATADO;7;R$/l;2.025;0.124;1.95;2.3;0.235;0.061;1.79;0.101;1.771;2.003;0.056;2;2007
3817;2007-02-04;2007-02-10;NORTE;AMAZONAS;ETANOL HIDRATADO;100;R$/l;1.89;0.115999999999999;1.75;2.29;0.198;0.061;1.692;0.068;1.55;1.8783;0.04;2;2007
3818;2007-02-04;2007-02-10;NORTE;PARA;ETANOL HIDRATADO;96;R$/l;2.187;0.208;1.97;2.8;0.307;0.095;1.88;0.089;1.5913;2.0347;0.047;2;2007
3819;2007-02-04;2007-02-10;NORTE;RONDONIA;ETANOL HIDRATADO;94;R$/l;2.008;0.157;1.67;2.58;0.337;0.078;1.671;0.109;1.4287;1.8682;0.065;2;2007
3820;2007-02-04;2007-02-10;NORTE;RORAIMA;ETANOL HIDRATADO;17;R$/l;2.091;0.063;1.9;2.2;0.225;0.03;1.866;0.034;1.839;1.934;0.018;2;2007
3821;2007-02-04;2007-02-10;NORTE;TOCANTINS;ETANOL HIDRATADO;68;R$/l;1.884;0.106;1.72;2.09;0.361;0.0559999999999999;1.523;0.139;1.254;1.9886;0.091;2;2007
3822;2007-02-04;2007-02-10;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;283;R$/l;1.874;0.078;1.72;2.1;0.188;0.042;1.686;0.062;1.2449;1.8297;0.037;2;2007
3823;2007-02-04;2007-02-10;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;1317;R$/l;1.792;0.109;1.5;2.14;0.209;0.061;1.583;0.078;1.3809;1.9006;0.049;2;2007
3824;2007-02-04;2007-02-10;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;1067;R$/l;1.789;0.124;1.439;2.26;0.194;0.069;1.595;0.088;1.3388;1.8832;0.055;2;2007
3825;2007-02-04;2007-02-10;SUDESTE;SAO PAULO;ETANOL HIDRATADO;3600;R$/l;1.386;0.098;1.15;1.7;0.228;0.071;1.158;0.068;0.82;1.6388;0.059;2;2007
3826;2007-02-04;2007-02-10;SUL;PARANA;ETANOL HIDRATADO;849;R$/l;1.5;0.127;1.159;1.799;0.241;0.085;1.259;0.15;0.83;1.5514;0.119;2;2007
3827;2007-02-04;2007-02-10;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;799;R$/l;1.878;0.102;1.69;2.349;0.221;0.054;1.657;0.075;1.3651;1.983;0.045;2;2007
3828;2007-02-04;2007-02-10;SUL;SANTA CATARINA;ETANOL HIDRATADO;558;R$/l;1.755;0.075;1.55;1.99;0.252;0.043;1.503;0.078;1.253;1.7096;0.052;2;2007
3829;2007-02-11;2007-02-17;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;103;R$/l;1.87;0.03;1.76;1.95;0.327;0.016;1.543;0.031;1.48;1.6335;0.02;2;2007
3830;2007-02-11;2007-02-17;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;314;R$/l;1.587;0.115999999999999;1.43;1.899;0.271;0.073;1.316;0.056;1.2299;1.46;0.043;2;2007
3831;2007-02-11;2007-02-17;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;210;R$/l;1.68;0.153;1.39;2.0;0.324;0.091;1.356;0.08;1.2121;1.5625;0.059;2;2007
3832;2007-02-11;2007-02-17;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;160;R$/l;1.777;0.114;1.58;2.2;0.249;0.064;1.528;0.06;1.2635;1.699;0.039;2;2007
3833;2007-02-11;2007-02-17;NORDESTE;ALAGOAS;ETANOL HIDRATADO;146;R$/l;1.798;0.102;1.61;2.17;0.177;0.057;1.621;0.054;1.4699;1.7169;0.033;2;2007
3834;2007-02-11;2007-02-17;NORDESTE;BAHIA;ETANOL HIDRATADO;508;R$/l;1.758;0.126;1.49;2.148;0.29;0.072;1.468;0.056;1.32;1.6225;0.038;2;2007
3835;2007-02-11;2007-02-17;NORDESTE;CEARA;ETANOL HIDRATADO;235;R$/l;1.754;0.166999999999999;1.579;2.299;0.203;0.095;1.551;0.081;1.1455;1.724;0.052;2;2007
3836;2007-02-11;2007-02-17;NORDESTE;MARANHAO;ETANOL HIDRATADO;70;R$/l;1.892;0.185;1.73;2.45;0.254;0.098;1.638;0.092;1.4807;1.9552;0.056;2;2007
3837;2007-02-11;2007-02-17;NORDESTE;PARAIBA;ETANOL HIDRATADO;158;R$/l;1.689;0.114;1.51;2.09;0.243;0.067;1.446;0.042;1.2861;1.5316;0.029;2;2007
3838;2007-02-11;2007-02-17;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;433;R$/l;1.631;0.173;1.39;2.1;0.207;0.106;1.424;0.061;1.1947;1.6365;0.043;2;2007
3839;2007-02-11;2007-02-17;NORDESTE;PIAUI;ETANOL HIDRATADO;112;R$/l;1.941;0.143;1.75;2.3;0.294;0.074;1.647;0.078;1.5493;1.8301;0.047;2;2007
3840;2007-02-11;2007-02-17;NORDESTE;RIO GRANDE DO NORTE;ETANOL HIDRATADO;154;R$/l;1.637;0.111999999999999;1.29;2.12;0.204;0.068;1.433;0.053;1.327;1.5575;0.037;2;2007
3841;2007-02-11;2007-02-17;NORDESTE;SERGIPE;ETANOL HIDRATADO;67;R$/l;1.944;0.11;1.75;2.2;0.25;0.057;1.694;0.068;1.515;1.8366;0.04;2;2007
3842;2007-02-11;2007-02-17;NORTE;ACRE;ETANOL HIDRATADO;45;R$/l;2.132;0.182;1.95;2.78;0.312;0.085;1.82;0.166;1.575;2.3049;0.091;2;2007
3843;2007-02-11;2007-02-17;NORTE;AMAPA;ETANOL HIDRATADO;10;R$/l;2.067;0.119;1.95;2.3;0.301;0.0579999999999999;1.766;0.115;1.6462;2.003;0.065;2;2007
3844;2007-02-11;2007-02-17;NORTE;AMAZONAS;ETANOL HIDRATADO;96;R$/l;1.893;0.119;1.75;2.29;0.199;0.063;1.694;0.07;1.55;1.9534;0.041;2;2007
3845;2007-02-11;2007-02-17;NORTE;PARA;ETANOL HIDRATADO;103;R$/l;2.185;0.204;1.98;2.8;0.303;0.093;1.882;0.103;1.4522;2.1512;0.055;2;2007
3846;2007-02-11;2007-02-17;NORTE;RONDONIA;ETANOL HIDRATADO;96;R$/l;2.009;0.146;1.67;2.58;0.336;0.073;1.673;0.11;1.4474;1.8812;0.066;2;2007
3847;2007-02-11;2007-02-17;NORTE;RORAIMA;ETANOL HIDRATADO;16;R$/l;2.097;0.059;1.9;2.2;0.229;0.0279999999999999;1.868;0.04;1.839;1.9135;0.021;2;2007
3848;2007-02-11;2007-02-17;NORTE;TOCANTINS;ETANOL HIDRATADO;68;R$/l;1.89;0.106;1.72;2.09;0.368;0.0559999999999999;1.522;0.076;1.4191;1.76;0.05;2;2007
3849;2007-02-11;2007-02-17;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;282;R$/l;1.874;0.079;1.71;2.1;0.206;0.042;1.668;0.096;1.2222;1.7976;0.058;2;2007
3850;2007-02-11;2007-02-17;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;1316;R$/l;1.787;0.11;1.48;2.09;0.214;0.062;1.573;0.08;1.3809;1.9006;0.051;2;2007
3851;2007-02-11;2007-02-17;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;1068;R$/l;1.789;0.126;1.449;2.26;0.189;0.07;1.6;0.087;1.3;1.8602;0.054;2;2007
3852;2007-02-11;2007-02-17;SUDESTE;SAO PAULO;ETANOL HIDRATADO;3601;R$/l;1.38;0.102;1.14;1.699;0.239;0.074;1.141;0.07;0.9693;1.434;0.061;2;2007
3853;2007-02-11;2007-02-17;SUL;PARANA;ETANOL HIDRATADO;853;R$/l;1.565;0.134;1.159;1.799;0.299;0.086;1.266;0.119;0.9291;1.5556;0.094;2;2007
3854;2007-02-11;2007-02-17;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;794;R$/l;1.871;0.106;1.65;2.349;0.233;0.057;1.638;0.088;1.3084;1.9884;0.054;2;2007
3855;2007-02-11;2007-02-17;SUL;SANTA CATARINA;ETANOL HIDRATADO;556;R$/l;1.747;0.081;1.55;1.99;0.254;0.046;1.493;0.074;1.2668;1.7096;0.05;2;2007
3856;2007-02-18;2007-02-24;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;103;R$/l;1.851;0.046;1.749;1.899;0.324;0.025;1.527;0.034;1.45;1.5993;0.022;2;2007
3857;2007-02-18;2007-02-24;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;313;R$/l;1.555;0.129;1.39;1.899;0.248;0.083;1.307;0.057;1.2099;1.4587;0.044;2;2007
3858;2007-02-18;2007-02-24;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;209;R$/l;1.675;0.152;1.46;2.0;0.321;0.091;1.354;0.077;1.14;1.5625;0.057;2;2007
3859;2007-02-18;2007-02-24;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;158;R$/l;1.768;0.12;1.58;2.2;0.253;0.068;1.515;0.058;1.3463;1.699;0.038;2;2007
3860;2007-02-18;2007-02-24;NORDESTE;ALAGOAS;ETANOL HIDRATADO;146;R$/l;1.795;0.104;1.61;2.17;0.176;0.0579999999999999;1.619;0.054;1.4699;1.7169;0.033;2;2007
3861;2007-02-18;2007-02-24;NORDESTE;BAHIA;ETANOL HIDRATADO;505;R$/l;1.758;0.127;1.49;2.19;0.287;0.072;1.471;0.056;1.32;1.6225;0.038;2;2007
3862;2007-02-18;2007-02-24;NORDESTE;CEARA;ETANOL HIDRATADO;236;R$/l;1.752;0.17;1.58;2.299;0.175;0.0969999999999999;1.577;0.077;1.1455;1.8008;0.049;2;2007
3863;2007-02-18;2007-02-24;NORDESTE;MARANHAO;ETANOL HIDRATADO;80;R$/l;1.905;0.182;1.73;2.45;0.231;0.096;1.674;0.094;1.4947;1.9552;0.056;2;2007
3864;2007-02-18;2007-02-24;NORDESTE;PARAIBA;ETANOL HIDRATADO;156;R$/l;1.698;0.12;1.54;2.09;0.243;0.071;1.455;0.036;1.3852;1.6242;0.025;2;2007
3865;2007-02-18;2007-02-24;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;429;R$/l;1.635;0.174;1.39;2.1;0.206;0.106;1.429;0.057;1.241;1.6365;0.04;2;2007
3866;2007-02-18;2007-02-24;NORDESTE;PIAUI;ETANOL HIDRATADO;111;R$/l;1.948;0.159;1.75;2.3;0.286;0.0819999999999999;1.662;0.084;1.4292;1.7908;0.051;2;2007
3867;2007-02-18;2007-02-24;NORDESTE;RIO GRANDE DO NORTE;ETANOL HIDRATADO;154;R$/l;1.643;0.11;1.419;2.12;0.201;0.067;1.442;0.064;1.331;1.7819;0.044;2;2007
3868;2007-02-18;2007-02-24;NORDESTE;SERGIPE;ETANOL HIDRATADO;69;R$/l;1.947;0.105;1.779;2.2;0.263;0.054;1.684;0.066;1.544;1.8286;0.039;2;2007
3869;2007-02-18;2007-02-24;NORTE;ACRE;ETANOL HIDRATADO;46;R$/l;2.143;0.182;1.99;2.78;0.334;0.085;1.809;0.172;1.5275;2.3049;0.095;2;2007
3870;2007-02-18;2007-02-24;NORTE;AMAPA;ETANOL HIDRATADO;8;R$/l;2.057;0.133;1.95;2.3;0.286;0.065;1.771;0.015;1.7553;1.7862;0.008;2;2007
3871;2007-02-18;2007-02-24;NORTE;AMAZONAS;ETANOL HIDRATADO;95;R$/l;1.889;0.116999999999999;1.75;2.29;0.197;0.062;1.692;0.067;1.55;1.9534;0.04;2;2007
3872;2007-02-18;2007-02-24;NORTE;PARA;ETANOL HIDRATADO;100;R$/l;2.191;0.209;1.98;2.8;0.305;0.095;1.886;0.066;1.7199;2.0347;0.035;2;2007
3873;2007-02-18;2007-02-24;NORTE;RONDONIA;ETANOL HIDRATADO;103;R$/l;2.004;0.155;1.67;2.5;0.334;0.077;1.67;0.105;1.4474;1.8812;0.063;2;2007
3874;2007-02-18;2007-02-24;NORTE;RORAIMA;ETANOL HIDRATADO;17;R$/l;2.091;0.051;1.9;2.15;0.167;0.024;1.924;0;1.924;1.924;0;2;2007
3875;2007-02-18;2007-02-24;NORTE;TOCANTINS;ETANOL HIDRATADO;68;R$/l;1.896;0.104;1.72;2.09;0.382;0.055;1.514;0.056;1.41;1.6281;0.037;2;2007
3876;2007-02-18;2007-02-24;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;280;R$/l;1.875;0.081;1.71;2.13;0.198;0.043;1.677;0.081;1.2336;1.8293;0.048;2;2007
3877;2007-02-18;2007-02-24;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;1310;R$/l;1.786;0.113;1.36;2.09;0.216;0.063;1.57;0.082;1.3042;1.9007;0.052;2;2007
3878;2007-02-18;2007-02-24;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;1076;R$/l;1.788;0.128;1.449;2.26;0.191;0.072;1.597;0.087;1.3;1.8729;0.054;2;2007
3879;2007-02-18;2007-02-24;SUDESTE;SAO PAULO;ETANOL HIDRATADO;3602;R$/l;1.377;0.1;1.14;1.699;0.238;0.073;1.139;0.066;0.9693;1.3589;0.058;2;2007
3880;2007-02-18;2007-02-24;SUL;PARANA;ETANOL HIDRATADO;849;R$/l;1.567;0.133;1.129;1.799;0.302;0.085;1.265;0.116;0.98;1.5511;0.092;2;2007
3881;2007-02-18;2007-02-24;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;805;R$/l;1.884;0.095;1.67;2.349;0.251;0.05;1.633;0.094;1.305;1.983;0.058;2;2007
3882;2007-02-18;2007-02-24;SUL;SANTA CATARINA;ETANOL HIDRATADO;557;R$/l;1.745;0.08;1.5;1.99;0.258;0.046;1.487;0.084;1.2506;1.9477;0.056;2;2007
3883;2007-02-25;2007-03-03;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;103;R$/l;1.801;0.081;1.64;1.959;0.27;0.045;1.531;0.045;1.4192;1.6674;0.029;2;2007
3884;2007-02-25;2007-03-03;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;312;R$/l;1.544;0.127;1.399;1.899;0.246;0.0819999999999999;1.298;0.061;1.1525;1.5209;0.047;2;2007
3885;2007-02-25;2007-03-03;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;210;R$/l;1.64;0.165;1.39;2.0;0.291;0.100999999999999;1.349;0.078;1.14;1.6279;0.058;2;2007
3886;2007-02-25;2007-03-03;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;157;R$/l;1.77;0.116999999999999;1.56;2.2;0.261;0.066;1.509;0.066;1.1858;1.699;0.044;2;2007
3887;2007-02-25;2007-03-03;NORDESTE;ALAGOAS;ETANOL HIDRATADO;146;R$/l;1.798;0.099;1.61;2.08;0.174;0.055;1.624;0.053;1.4699;1.7169;0.033;2;2007
3888;2007-02-25;2007-03-03;NORDESTE;BAHIA;ETANOL HIDRATADO;506;R$/l;1.758;0.128;1.49;2.19;0.286;0.073;1.472;0.064;1.32;1.8259;0.043;2;2007
3889;2007-02-25;2007-03-03;NORDESTE;CEARA;ETANOL HIDRATADO;233;R$/l;1.757;0.163999999999999;1.59;2.299;0.177;0.093;1.58;0.069;1.3454;1.8008;0.044;2;2007
3890;2007-02-25;2007-03-03;NORDESTE;MARANHAO;ETANOL HIDRATADO;82;R$/l;1.915;0.159;1.73;2.45;0.25;0.083;1.665;0.059;1.4947;1.7492;0.035;2;2007
3891;2007-02-25;2007-03-03;NORDESTE;PARAIBA;ETANOL HIDRATADO;158;R$/l;1.691;0.11;1.54;2.0;0.236;0.065;1.455;0.053;1.2666;1.711;0.036;2;2007
3892;2007-02-25;2007-03-03;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;427;R$/l;1.629;0.173;1.39;2.09;0.208;0.106;1.421;0.063;1.241;1.6697;0.044;2;2007
3893;2007-02-25;2007-03-03;NORDESTE;PIAUI;ETANOL HIDRATADO;112;R$/l;1.956;0.161;1.8;2.3;0.282;0.0819999999999999;1.674;0.065;1.5493;1.7485;0.039;2;2007
3894;2007-02-25;2007-03-03;NORDESTE;RIO GRANDE DO NORTE;ETANOL HIDRATADO;153;R$/l;1.641;0.111;1.479;2.12;0.201;0.068;1.44;0.071;1.1892;1.7819;0.049;2;2007
3895;2007-02-25;2007-03-03;NORDESTE;SERGIPE;ETANOL HIDRATADO;67;R$/l;1.944;0.114;1.779;2.2;0.255;0.059;1.689;0.058;1.544;1.8286;0.034;2;2007
3896;2007-02-25;2007-03-03;NORTE;ACRE;ETANOL HIDRATADO;45;R$/l;2.13;0.181;1.99;2.78;0.322;0.085;1.808;0.173;1.5275;2.3049;0.096;2;2007
3897;2007-02-25;2007-03-03;NORTE;AMAPA;ETANOL HIDRATADO;10;R$/l;2.067;0.119;1.95;2.3;0.283;0.0579999999999999;1.784;0.117;1.7553;2.003;0.066;2;2007
3898;2007-02-25;2007-03-03;NORTE;AMAZONAS;ETANOL HIDRATADO;92;R$/l;1.897;0.116999999999999;1.75;2.29;0.208;0.062;1.689;0.071;1.4348;1.9645;0.042;2;2007
3899;2007-02-25;2007-03-03;NORTE;PARA;ETANOL HIDRATADO;95;R$/l;2.189;0.196999999999999;1.98;2.8;0.288;0.09;1.901;0.089;1.6775;2.2008;0.047;2;2007
3900;2007-02-25;2007-03-03;NORTE;RONDONIA;ETANOL HIDRATADO;92;R$/l;2.011;0.153;1.67;2.58;0.297;0.076;1.714;0.145;1.25;1.8804;0.085;2;2007
3901;2007-02-25;2007-03-03;NORTE;RORAIMA;ETANOL HIDRATADO;16;R$/l;2.091;0.052;1.9;2.15;0.217;0.025;1.874;0.033;1.8489;1.9123;0.018;2;2007
3902;2007-02-25;2007-03-03;NORTE;TOCANTINS;ETANOL HIDRATADO;66;R$/l;1.894;0.0969999999999999;1.79;2.09;0.386;0.051;1.508;0.077;1.351;1.6449;0.051;2;2007
3903;2007-02-25;2007-03-03;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;281;R$/l;1.872;0.084;1.48;2.13;0.19;0.045;1.682;0.056;1.39;1.8293;0.033;2;2007
3904;2007-02-25;2007-03-03;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;1308;R$/l;1.782;0.115;1.449;2.09;0.217;0.065;1.565;0.081;1.1691;1.901;0.052;2;2007
3905;2007-02-25;2007-03-03;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;1063;R$/l;1.788;0.128;1.399;2.26;0.2;0.072;1.588;0.075;1.3;1.8602;0.047;2;2007
3906;2007-02-25;2007-03-03;SUDESTE;SAO PAULO;ETANOL HIDRATADO;3594;R$/l;1.374;0.103;1.14;1.7;0.24;0.075;1.134;0.062;0.985;1.356;0.055;2;2007
3907;2007-02-25;2007-03-03;SUL;PARANA;ETANOL HIDRATADO;853;R$/l;1.553;0.123;1.129;1.888;0.278;0.079;1.275;0.123;0.98;1.5556;0.096;2;2007
3908;2007-02-25;2007-03-03;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;804;R$/l;1.879;0.098;1.299;2.349;0.262;0.052;1.617;0.094;1.3026;1.9391;0.058;2;2007
3909;2007-02-25;2007-03-03;SUL;SANTA CATARINA;ETANOL HIDRATADO;559;R$/l;1.74;0.08;1.55;1.99;0.254;0.046;1.486;0.076;1.23;1.9477;0.051;2;2007
3910;2007-03-04;2007-03-10;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;103;R$/l;1.762;0.077;1.63;1.959;0.242;0.044;1.52;0.034;1.44;1.5729;0.022;3;2007
3911;2007-03-04;2007-03-10;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;313;R$/l;1.545;0.121;1.379;1.899;0.247;0.078;1.298;0.062;1.1999;1.5119;0.048;3;2007
3912;2007-03-04;2007-03-10;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;211;R$/l;1.625;0.166;1.44;2.0;0.28;0.102;1.345;0.069;1.25;1.5644;0.051;3;2007
3913;2007-03-04;2007-03-10;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;161;R$/l;1.789;0.108;1.57;2.2;0.283;0.06;1.506;0.055;1.4328;1.699;0.037;3;2007
3914;2007-03-04;2007-03-10;NORDESTE;ALAGOAS;ETANOL HIDRATADO;146;R$/l;1.803;0.096;1.61;2.08;0.182;0.053;1.621;0.058;1.3515;1.727;0.036;3;2007
3915;2007-03-04;2007-03-10;NORDESTE;BAHIA;ETANOL HIDRATADO;506;R$/l;1.757;0.127;1.49;2.148;0.277;0.072;1.48;0.067;1.3104;1.8037;0.045;3;2007
3916;2007-03-04;2007-03-10;NORDESTE;CEARA;ETANOL HIDRATADO;238;R$/l;1.759;0.163;1.559;2.299;0.17;0.093;1.589;0.068;1.3454;1.8008;0.043;3;2007
3917;2007-03-04;2007-03-10;NORDESTE;MARANHAO;ETANOL HIDRATADO;86;R$/l;1.919;0.168;1.739;2.45;0.252;0.088;1.667;0.059;1.4947;1.7492;0.035;3;2007
3918;2007-03-04;2007-03-10;NORDESTE;PARAIBA;ETANOL HIDRATADO;156;R$/l;1.692;0.111;1.55;2.09;0.238;0.066;1.454;0.053;1.2803;1.711;0.036;3;2007
3919;2007-03-04;2007-03-10;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;428;R$/l;1.631;0.173;1.41;2.09;0.211;0.106;1.42;0.073;1.1408;1.7289;0.051;3;2007
3920;2007-03-04;2007-03-10;NORDESTE;PIAUI;ETANOL HIDRATADO;111;R$/l;1.96;0.159;1.8;2.3;0.275;0.081;1.685;0.067;1.5587;1.8026;0.04;3;2007
